titulo;label;n_token
SAUDI ARABIA’S Secret Holding Of U.S. Debt A Big Deal;1;17
Trump floats ban on defense firms hiring military procurement officials;0;12
Pepperdine University Removing Christopher Columbus Statue from Campus - Breitbart;0;16
Jared Kushner, Cast as Potential Player on Israel, Is Little Known There - The New York Times;0;23
Irma wreaks 'absolute devastation' on Caribbean isle of Barbuda;0;18
SABO…The Most BADASS CONSERVATIVE ARTIST In America Will Be On Tucker Carlson Tonight…Why You Don’t Want To Miss It! [VIDEO];1;33
 Senate Democrats Introduce Bill To Fight Back Against Trump’s Corruption – Trump LIVID;1;18
Activists urge Apple to drop apps that play up Philippine drugs war;0;14
 Two Dozen Cops Across Five California Precincts Had Sex With Teenager (VIDEO);1;17
60 Minutes Uses “Fake News” Story To Destroy Credibility Of Popular Conservative Twitter Personality For Suggesting Hillary Had Parkinson’s [VIDEO];1;28
U.S. weighs calling Myanmar's Rohingya crisis 'ethnic cleansing';0;19
Black Racists Tried To Shut Her Up By Threatening And Intimidating Her…BIG Mistake! [VIDEO];1;22
US-Saudi Plan: Let 9,000 ISIS Fighters Walk Free from Mosul – to Fight in Syria;1;23
BREAKING NEWS: Senator John McCain Diagnosed With Brain Cancer…Same Tumor Killed Senator Kennedy;1;18
Do Canadian taxpayers know they are funding welfare for polygamous Muslim migrant families with up to 4 wives and countless children?;1;26
Tunisians march against contested corruption amnesty;0;9
U.S. House to stop using public funds for harassment settlements: speaker;0;17
 This AWESOME Book Tells Us Everything We’ll Ever Need To Know About ‘Respecting’ Trump;1;20
In Rolling Stone Defamation Case, Magazine and Reporter Ordered to Pay $3 Million - The New York Times;0;22
Supporters of Hungarian Jobbik opposition party protest over crackdown;0;14
Vietnam says violations found at central bank in war on graft;0;14
FLORIDA SHERIFF Hysterically Shames Woman Busted For Stealing From TOYS FOR TOTS! [Video];1;21
BREAKING! TERROR ATTACK BY SUICIDE BOMBER At Ariana Grande Concert: 19 Dead, 50 Injured…Panicked, Bloodied Kids Seen Stampeding Out Of Stadium [VIDEO];1;35
Cameron set to press Obama on tech encryption;0;10
’Apocalypse Now’ Game Director: We’re Making a Game for ’The 45 Other States’ Hollywood Doesn’t Care About - Breitbart;0;33
Seaworthy and Ready for an Early Unveiling - The New York Times;0;17
WikiLeaks Revelations Leave The Federal Emperor Wearing No Clothes;1;14
Indian police arrest suspected cow vigilantes after Muslim killed;0;13
 Seth Meyers Dubs Oregon Militia Terrorist #Tarpman In Most Hilarious Mockery Yet (VIDEO);1;23
Welcome to the Latest Culture Wars;1;8
 Golden State Warriors Coach Just WRECKED Trump After Attack On One Of His Players;1;16
Venezuelan leader blasts Rajoy, mocks Trump;0;11
 Congress Steps In After Doctor Is Violently Dragged From United Airlines Flight;1;14
Feds Indict 33 ’Thief-in-Law’ Members of Russian Syndicate;0;19
 Donald Trump Just Posted The Weirdest Ad You’ll See This Entire Election (VIDEO);1;20
Trump looks at retired general Flynn as possible running mate;0;12
 Sean Hannity Just Made A Bizarre Implication About Philando Castile’s Girlfriend (VIDEO);1;20
PNG threatens to forcibly remove asylum seekers from abandoned Australian detention center;0;15
Former President George H.W. Bush watched inaugural from hospital room;0;15
Russian Fighter Makes ‘Provocative, Erratic’ Approach Within 5 Feet of U.S. Recon Plane - Breitbart;0;27
 CBO Posts Review Of Republican Healthcare Plan, It’s A Bloodbath: 24 Million+ Uninsured (DETAILS);1;28
How We Can Win The Propaganda War;1;9
WIKILEAKS: Why Is The Clinton “Scooby” Van Fitted With This? [Video];1;24
 Trump Rally Nearly Turns Into A Full-Blown Race War In St. Louis (VIDEOS);1;20
U.S. Navy halts search for three sailors lost in Philippine Sea air crash;0;19
Presidential Election Live: Donald Trump’s Victory - The New York Times;0;16
Trump ups the ante in Indiana;0;9
 Father Of Orlando Shooter Says His Son Got ‘Angry’ When Seeing Two Men Kiss (VIDEO);1;21
Russia's Lavrov, U.S.'s Tillerson to meet August 6-8: Russian foreign ministry;0;27
Hard Times in Venezuela Breed Malaria as Desperate Flock to Mines - The New York Times;0;18
CodeSOD: The Rule of Ten;1;9
U.S. Presidential Race, Syria, William Bratton: Your Friday Evening Briefing - The New York Times;0;24
 Trump Supporter Caught In Racist Meltdown While Waiting For Coffee (VIDEO);1;16
THIS IS OKAY? Loudmouth Entertainer Who Got Milo Kicked Off Twitter: “If I see another 45-year-old white woman from Williamsburg saying ‘black lives matter,’ I’m going to punch you in the mouth”;1;48
Japan's Emperor Akihito likely to abdicate at end-March 2019: Asahi;0;20
Smart Meter Case Testimony Before the Pennsylvania Public Utility Commission: What No One Wants to Acknowledge About EMF Damage (Part 4 of 4);1;29
Facing long odds in California, Cruz courts state's Republicans;0;14
Trump calls for trade deals with individual countries;0;10
 BOMBSHELL: Senate Intel Committee Hearing Reveals FRIGHTENING Extent Of Russia’s Meddling;1;18
Professor: Political Ignorance is “Going To Have Consequences”;1;13
It’s official: California farmers volunteer to give up water;0;14
Rubio on Russia Probe: ’I Wouldn’t Use the Term Witch Hunt’ - Breitbart;0;24
In Show of Unity, Bannon, Priebus Address CPAC and the ’Opposition’ - Breitbart;0;26
Democrat And Media Allies Attempts To Crush Black GOP Candidate Backfire: Carson Beating Trump In Every National Poll;1;23
Internet Porn Nearly Ruined His Life. Now He Wants to Help. - The New York Times;0;20
 Blumenthal: It ‘Could Be Perjury’ If Sessions Hid A Third Meeting With The Russians (VIDEO);1;26
Russia condemns North Korea nuclear tests: agencies;0;11
Long-term Effects of the Presidential Election;1;10
North Korea says U.N. envoy expressed willingness to ease tensions;0;15
LEFTIST ACTOR GEORGE CLOONEY Announces Break From Acting…“I Don’t Need Money” After LATEST MOVIE TANKS and Actress Accuses Him of Getting Her “BLACKLISTED” For Reporting Sexual Abuse;1;42
Speaker Ryan pledges to work with Trump on bold agenda;0;13
 Trump Spews FILTH At Charity Event, Audience BOOS Him And CHEERS Hillary (VIDEO);1;22
 Noam Chomsky Warns Of ‘Staged Terrorist Attack’ If Enough People Turn On Trump;1;20
Arctic Warming Gives U.S. and Europe the Chills;1;14
Hidden Cam: Soros-Funded Media Matters Brags How They Got Roger Stone Banned From TV;1;21
Wreck of WWI German 'U-boat' submarine found off Belgium;0;16
UNHINGED FEMINIST PROTESTERS MAKING ‘P*SSYHATS’ To Wear At The Anti-Trump March;1;24
U.S. pledges up to $60 million for security in Sahel region;0;19
‘I Can Watch It on TV’: Excuses for Republicans Skipping a Donald Trump Convention - The New York Times;0;24
That’s Not the Burglar Growling. It’s His Stomach. - The New York Times;0;23
 OOPS: Trump’s Hotel Offers Qurans And Is Furnished With Goods Not Made In The USA;1;22
Bird Song, Sirens and Saxophones for a Stroll Between Museums - The New York Times;0;19
La Seguridad Social procurará enfermos públicos a las familias que carezcan de uno;1;28
Ashton Kutcher Rescues 6,000 Sex Trafficking Victims, Arrests over 2,000 Traffickers [Video];1;24
Top 5 Versatile Foods To Survive Nowadays;1;9
Showdown Looms as U.S. Questions Chinese Deal for German Chip Designer - The New York Times;0;22
COMMUNISM 101: CA School District Bans All Drawings Of Religious Figures…What Prompted The Ban Is Even More Disturbing;1;24
Iraq says it bombed Islamic State leader's convoy;0;12
Crimean and Donetsk leaders comment on US elections;1;10
BREAKING : After Embarrassingly Low Turnout at Ohio Rally Tim Kaine Cancels Florida Rally – TruthFeed;1;23
The Smoking Gun: Cheryl Mills Tells Podesta “We Need To Clean This Up – Obama Has Emails From Her” (VIDEO);1;29
The Rise of Mandatory Vaccinations Means the End of Medical Freedom;1;16
Thousands of Indian Workers Are Stuck in Saudi Arabia as Kingdom’s Economy Sags - The New York Times;0;23
Trump says NATO is obsolete but still 'very important to me';0;15
Supporters of Egypt presidential hopeful arrested, say security sources, family;0;14
 Top Intelligence Committee Member: ‘No Evidence’ To Back Up Trump’s Bogus Wiretap Claims;1;23
Islamic State ’Caliphate Cubs’ Video Shows Children Executing Prisoners - Breitbart;0;18
India probes if shortage of oxygen supplies killed 30 infants;0;13
" One More Nazi Resigned From Trump’s White, House; Will Newly Pardoned Arpaio Replace Him?";1;24
'Not appropriate,' envoy tells Britain's Boris over Kipling poem in Myanmar;0;19
China Communist Party complains about 'fabricated' Twitter account;0;13
Arby’s is Going to Sell Venison Sandwiches in 6 States— Calls It a ‘Risk’ Worth Taking;1;26
TRUMP WAS RIGHT! Why The Heck Is This Liberal Political Hack Moderating Tonight’s Debate?;1;21
Trump candidacy stirs alliance angst in Japan;0;11
HOW TO HAVE HONEST ELECTIONS;1;7
Texas governor takes aim at 'caustic' tweeter who won county GOP race;0;21
Unprecedented Bond Dumping Means U.S. Dollar Collapse Ahead;1;13
500 rape threats in 4 days: Female MPs face constant abuse – report;1;16
A picture and its story: tear gas in Nairobi;0;12
Obama did not indicate preference for Democratic candidate: White House;0;13
Peru's Kuczynski acknowledges having advised Odebrecht project;0;16
Texas eyes 'women's privacy act' that critics say targets transgender people;0;17
Aiming to break ISIS, dollar by dollar;0;10
Israeli Lawmakers Advance Bill to Curb Loudspeakers in Muslim Call to Prayer - The New York Times;0;23
Two White House officials helped give Nunes intelligence reports: NYT;0;15
African Americans Deserve ‘New Deal’ From Republican Party - Trump;1;14
 Trump’s ‘Taco Truck’ Guy Spoke Again – Guarantees No Latino Will Ever Vote For Trump (VIDEO);1;25
After Africa trip, France's Macron breaks 50 percent popularity rating;0;16
BREAKING: CLINTON FOUNDATION FINDS $26 MILLION MORE IN PREVIOUSLY UNDISCLOSED PAYMENTS;1;15
 Trump Gets His A** Handed To Him For Whining About ‘Unfair’ Protest Against Him;1;22
UK Terror Threat Raised to Highest ’Critical’ Rating, Army Could be Deployed to Streets;0;19
Health Secretary Price's use of private jets under review;0;13
Clinton, Sanders race takes on angrier tone after Nevada;0;13
 49 People Were Just Murdered In His State And This Republican Is Giving Away An AR-15;1;20
9th baby dies after heart surgery at a Florida hospital;0;12
Obama says must change the way nation manages fossil fuel resources;0;13
White House weighs abandoning estate tax repeal in Republican tax push;0;13
Air strike reported near Somalia's capital, official says Shabaab targeted;0;17
BEARS BEWARE: This Just Hit One Of The Highest Levels In The Past 6 Years!;1;20
 Obama’s Crystal Clear Response To Republicans’ Threat To Block His SCOTUS Nominee Is Perfect (VIDEO);1;24
Marilyn Young, Historian Who Challenged U.S. Foreign Policy, Dies at 79 - The New York Times;0;23
New Turkish party could cost Erdogan support, dislodge main opposition: poll;0;20
 Well, We’re F*cked — America’s ‘Brexit’ Becomes A Reality As Republicans Win At Every Level;1;29
China says it has freed Swedish bookseller, his whereabouts still unknown;0;15
Iraq parliament votes to halt transactions with Kurdistan: state TV;0;13
China's Xi urges France to help restart talks on North Korea;0;15
Tapper Pushes 'Conflict Of Interest' Narrative;1;11
ISIS Bomb Aimed at Shiite Pilgrims in Iraq Kills at Least 80 - The New York Times;0;20
“BLACK SKIN PRIVILEGE” Why These Two Well Known Writers Say It’s A Real Thing [VIDEO];1;23
MN: SOMALI MAN RAPES COLLEGE STUDENT…Gets 90-Days In Jail…Allowed to Leave Scene Of Crime Without Arrest by Somali Officer;1;29
McConnell says all need to stand against hate and violence;0;12
California Today: No, Cal State Isn’t Creating Segregated Housing - The New York Times;0;20
UK concerned by implications of U.S. decision on Iran deal: minister;0;17
Democratic debate 2015: Hillary Clinton and Bernie Sanders finally face off;0;14
Echoing a Film Plot, Chinese Gangs Kill Drifters in an Elaborate Mining Ruse - The New York Times;0;22
 WATCH Trump’s Former Campaign Manager TOTALLY Forget That John Kerry Lost In 2004;1;17
Hate Crime Hoax Finds Black Man Posing as Racist White Man in Obscene Letter Campaign - Breitbart;0;22
The Trump presidency on March 3 at 2:50 p.m. ET;0;17
South Dakota House fails to override veto of transgender bathroom bill;0;14
U.S. says it wants Syrian government to negotiate 'seriously' with opposition;0;18
Hurray for the Riff Raff’s Alynda Segarra Finds Herself in a Concept Album - The New York Times;0;28
Nearly half of Americans ‘very concerned’ about Clinton emails: Reuters/Ipsos poll;0;19
The Vision Thing ’16;1;7
Is Bandcamp the Holy Grail of Online Record Stores? - The New York Times;0;19
Oil industry bet big on Jeb Bush for president, Reuters review shows. Now what?;0;20
U.S. senator: 'Unlikely' Cuba ambassador will be approved this year;0;18
 Mom Of Columbine Shooter Shames The NRA And Gun-Crazy Republicans;1;18
CLINTON GRIFTERS UNDER SCRUTINY: CLINTON GLOBAL INITIATIVE DUMPED BY EXXON MOBIL;1;18
LEAKED EMAIL: Hillary’s Team Caught Bashing “Backwards” Catholics;1;16
’Mass Effect: Andromeda’ Review: This Awful Game Should Have Been Left Lost in Space - Breitbart;0;27
ANTI-TRUMP RADICAL Taunts TRUMP Supporters With ISIS Flag Photo And Beheading Video;1;19
A Hillary Clinton indictment is coming;1;8
WHOA! CLINTON GRIFTERS BAGGED $100 Million From “Blood Minerals” Firm;1;19
Donald Trump: Press Lying About Inauguration Crowd Size;0;11
London authorities failing people displaced by deadly fire: lawmaker;0;13
Obama paints Trump as no friend of the working class;0;12
Congressional Republicans want to talk Tehran, not Trump;0;11
 Republicans PROVE They Are Against The Working Class By Blocking Job-Creating Provision In Major Bill;1;19
Cyprus says it agrees with Spain to postpone southern EU summit;0;14
KASSAM ON HANNITY: Trump’s Sweden Opponents Either ’Cretinous Liars’ or ’Partisan Dum-Dums’;0;31
U.N. evacuates first group of refugees from Libya to Niger;0;16
U.S. appeals court hears arguments on Virginia's voter ID law;0;17
U.S. executives tell Congress they want permanent tax reform;0;14
Trump replaces chief of staff Reince Priebus after six-month run;0;17
Comment on PC Lunacy: BBC cast black Nigerian actress as English queen by josephbc69;1;21
Osama bin Laden’s older brother rents out luxury student flats in Scotland;1;17
Can Cities Sue Banks Over Predatory Loans? Supreme Court Will Decide - The New York Times;0;19
 Trump’s Campaign Manager Caught On Tape Instigating Fight Between Trump Fan And Protester (VIDEO);1;23
7 DEAD, OVER 200 INJURED IN AMTRAK CRASH And This Passenger Has The Audacity To Complain About This…;1;24
The Scope of the Orlando Carnage - The New York Times;0;13
"Cory Booker: Senate bill is ""in my lifetime the first reversal of mass incarceration""";0;21
Inhabitants of Maldives Atoll Fear a Flood of Saudi Money - The New York Times;0;17
TRIGGERED: JOURNALIST SNOWFLAKES SCARED TRUMP SUPPORTERS ARE ‘TURNING ON THE MEDIA’;1;18
WATCH CHUCK SCHUMER FAKE CRY Over Muslim Policy…Don’t Forget He Voted To Bomb Libya Killing Thousands Of Muslims [Video];1;29
David Shepard, Film Preservationist, Dies at 76 - The New York Times;0;17
SORE LOSER: George Soros Declares War On America As Violent MoveOn.Org Protests Fill The Streets;1;22
When the River Ran Red;1;7
Trump says he is considering quotas, tariffs on Chinese steel dumping;0;15
Melania Trump Reads Dr. Seuss to Children in First Solo Outing as First Lady - The New York Times;0;24
The Loneliness of Being Black in San Francisco - The New York Times;0;15
Dem Rep Lewis: I Don’t See Trump as ’A Legitimate President’ ’There Was a Conspiracy on the Part of the Russians’ - Breitbart;0;35
Elon Musk’s Boring Machine Brings Excitement to Los Angeles - Breitbart;0;20
"Legend of The Brave Buffalo; Thousands of Wild American Bison Appear at Standing Rock.";1;18
Trump says Comey testimony showed 'no obstruction';0;12
The Power of ‘Why?’ and ‘What If?’ - The New York Times;0;20
WOW! BRAVE VETERAN CONFRONTS FERGUSON THUGS STOMPING ON U.S. FLAG: “My Brothers Died For That Flag!” [VIDEO];1;31
Upgrade with a dab of TPP may be U.S. recipe for NAFTA revamp;0;23
North Carolina governor concedes election to Democratic opponent;0;12
Brazil Arrests 10 in Terror Plot as Olympics Near, Officials Say - The New York Times;0;19
 Fox News Yuks It Up, Taunts The Donald Over The Reason For His Iowa Loss;1;20
South China Sea code of conduct talks to be 'stabilizer' for region: China premier;0;20
Exclusive: U.N. expects up to 300,000 Rohingya could flee Myanmar violence to Bangladesh;0;23
Geneva process is the only appropriate format to discuss Syria peace: France;0;15
David Sweat shot, captured alive after New York manhunt;0;14
HOLY CASH COW! Check Out How Much Wall Street Funneled Into HILLARY’s Foundation/Slush Fund;1;23
The Android Affair: Humanity Outsourced;1;10
White House says hopeful healthcare reform to be completed by August: Fox News;0;16
Bangladesh, Myanmar agree on 'working group' for refugee plan: minister;0;16
Republican tax plan would deal financial hit to U.S. universities;0;15
Mnuchin not worried by lower U.S. tax receipts, has funding plan;0;19
Yes, creationists can be real scientists, too;1;12
N.J. Transit Changes Rules for Trains Arriving at Hoboken Station - The New York Times;0;22
Trump wants border tax to pay for wall with Mexico: White House;0;15
CHICAGO: 117 KILLED, 572 SHOT In 71 Days…Obama Terrorist Friend, Bill Ayers, Bernie Sanders, Black Lives Matter Make Violence Against FREE SPEECH Top Priority… Soros Group Openly Threatens Americans;1;42
 Gretchen Carlson Recorded Roger Ailes’ Sexual Harassment;1;11
 The Wind Revealed An Unknown Creature Atop Trump’s Head And People CANNOT Stop Watching (VIRAL VIDEO);1;22
Guatemala prosecutors target ex-president for alleged corruption;0;11
Obama’s State Department Sponsored 2016 Meeting of Russian Ambassador with Sen. Sessions - Breitbart;0;22
Ryan says tax reform outline reflects consensus of lawmakers, administration;0;14
Donald Trump's GOP civil war;0;10
Help Through Foster Care, Toward a Career of Helping Others - The New York Times;0;18
Venezuela opposition coalition split ahead of new vote;0;10
Hariri tells Lebanese president will be in Lebanon Wednesday: Aoun;0;15
Trump Slams Media Criticism of Refugee, Visa Reforms - Breitbart;0;16
FLASHBACK: DONALD TRUMP Remarks To Megan Kelly About GOP Presidential Candidates Not Attending Debate: “We’re not seeing a lot of courage here” [VIDEO];1;34
 London’s New Muslim Mayor Has Some VERY Choice Words For Donald Trump (VIDEO);1;19
 Global Forecasting Service Rates Trump As High Threat To World Security And Economic Stability;1;17
Here Are Six ‘Miracle’ Drugs Big Pharma Now Regrets - Truthdig;1;19
 A Potential Nuclear Disaster Is Looming In NY State And NOBODY In The News Is Talking About It;1;20
BREAKING: HILLARY CAMP Looking To Challenge Vote…Suspects “Irregularities” In WI, MI And PA;1;21
The GOP's big-money plan to save the Senate;0;15
Electors Flooded With Nasty Calls and Death Threats: “Demand Electoral College Switch to Hillary”;1;19
After Years of War, Celebrities Find a Syrian Group to Back - The New York Times;0;19
South Korea's Moon says North Korea missile capability seems improved;0;14
U.S.-backed SDF say attacked by Russian jets in east Syria;0;18
 Donald Trump Tweets Out Direct Threat To Bernie Sanders And His Supporters (TWEET);1;21
EX-CIA DIRECTOR Reveals What Triggered Obama to Spy on Trump…You Won’t Believe What it is!;1;24
After Philando Castile’s Killing, Obama Calls Police Shootings ‘an American Issue’ - The New York Times;0;25
John McCain: Comey Leaks ’of Watergate Size and Scale’ - Breitbart;0;21
Zika Looms in Asia, Tempered by a Fuller View of Its Dangers - The New York Times;0;22
World Watches On Helplessly As Americans America The Shit Out Of American Election;1;15
If elected, Clinton under pressure to appoint tough Wall Street sheriffs;0;15
Major Democratic Donor: African-Americans are “Seriously F***ed In The Head”;1;21
‘BIZARRE’ HILLARY CLINTON After Election Tells of Screaming Into Her Pillow [Video];1;18
‘Half my family’ is here illegally!…State Senator Wants Entire State to Be Sanctuary State [Video];1;24
" Russia Testimony Heats Up; Trump CLEANS HOUSE On Key Investigators (DETAILS)";1;17
Comment on Boy says farewell to best friend, 91-year-old World War II vet from next door by Joe;1;25
“This Quickly Escalates Into Open Warfare” – Why The Government Is Preparing For Post-Election Chaos;1;23
VERY DECEPTIVE CLINTON ADS Have Trump Saying The ‘F WORD’ But He Never Said It [Video];1;23
Donald Trump Finds Himself Playing Catch-Up in All-Important Ohio - The New York Times;0;20
 John Legend Absolutely DESTROYS Trump Jr. In Brilliant Twitter Comeback (TWEETS);1;18
Hungarians take walking tour to overcome fears of Muslims;0;11
Obama: China knows it cannot sustain export-driven growth model;0;14
William Henry: Born Again… Into the Rainbow Resurrection Body;1;13
Trump says Mexico has taken advantage of U.S. 'for long enough';0;18
Four Democrats seek probe into reviews ordered by acting SEC chair;0;13
Milo Yiannopoulos’s Pedophilia Comments Cost Him CPAC Role and Book Deal - The New York Times;0;27
CREEPY BERNIE Calls For Trump To Step Down…What About Disgusting Essay BERNIE SANDERS WROTE About Women Fantasizing About Being Gang Raped or Men Fantasizing About Sexually Abusing Women?;1;38
Schumer Calls on Sessions to Resign - We Need A Special Prosecutor - Breitbart;0;21
 Senate Democrats FORCE GOP To Reveal How They’ll F*CK Americans Over During Midnight Vote;1;21
PATRIOT AT TRUMP RALLY Shuts Down Leftist Protester [Video];1;15
 Rich A**hole Ran For President Thinking It Would Be An ‘Easy’ Job, Gets HUMILIATED By Reality;1;24
 Conservative Christian Leader Admits Liberals Were Right About Evangelicals All Along;1;14
Michael Keaton: Trump Policies ‘Recruiting Tool’ for ISIS;0;14
Nevada: Rep. Election Workers Intimidated;1;9
Marco Rubio can’t save the Republican Party: Why people are giving him way too much credit after Iowa;0;24
A PRESIDENT WHO’S UNSERIOUS AND UNDIGNIFIED…DON’T WE DESERVE MUCH BETTER THAN THIS?!;1;26
Trump not aware of 2016 meeting between son, Russian lawyer: legal spokesman;0;16
Changes to North Carolina voting laws could put thousands of 2016 ballots at risk;0;16
WATCH: Anti-LGBT Attack At Equality House – SHOTS FIRED (TWEETS);1;19
This is how a newspaper covered the story of a car smashing into their office;1;17
MCCAIN NEEDS TO GO! Makes Claim That Trump Is Trying To Be A Dictator But Was Silent On Obama;1;22
U.S. service member killed in Afghanistan: U.S. military;0;17
Tillerson unaware of plan to oust him, Senator Corker says;0;16
Regaining Chicken Salad’s Dignity, Any Time of Day - The New York Times;0;18
Bundy Brothers To Be Prosecuted in Nevada Following Acquittal in Oregon;1;16
New Zealand's nationalist 'kingmaker' says has not yet contacted National or Labour leaders;0;20
 Barbaric Bullies Set Disabled 13-Year-Old Boy On Fire (VIDEO);1;20
 Fox Host Claims Obama Used A ‘Raw Onion’ To Fake Cry Over Murdered School Children (VIDEO);1;22
Politics As Usual Is Dead;1;7
Charges dropped against woman who laughed at Trump nominee Sessions;0;12
LEFTIST MEDIA OPENLY DISPLAYING DISLIKE FOR TRUMP: Mike Barnicle ‘I’m sick of seeing him’… Andrea Mitchell ‘Annoyed’ With Trump [Video];1;33
Abe, Moon to seek Chinese, Russian support for North Korea sanctions: Kyodo;0;19
 Hillary Gives HUGE Middle Finger To GOP Bigots With Surprise Showing In NYC Pride Parade;1;19
Russian-American lobbyist met with Trump Jr., Russian lawyer: NBC News;0;18
Christie’s Chief Executive to Step Down and Hand Reins to Guillaume Cerutti - The New York Times;0;23
China says resolutely opposes deployment of THAAD in South Korea;0;16
Goodbye, for Good, to Black Sabbath - The New York Times;0;15
Taliban kill at least 43 Afghan troops as they storm base: officials;0;15
Sales to people on terrorism watch lists should be delayed: NRA;0;15
Iraqi parliament votes to remove kirkuk governor from office: lawmakers;0;15
For some Chinese dissidents, party congress means a paid 'vacation';0;17
Kremlin says expects to agree date for Trump-Putin phone call soon;0;17
A Scaredy-Cat’s Investigation Into Why People Enjoy Fear - The New York Times;0;20
Texas bill restricting insurance coverage for abortions nears approval;0;13
Texas, four other states sue over U.S. transgender health policy;0;16
Netanyahu Back To Barely Pretending He Supports A Two-State Solution;0;16
U.S. vetoes U.N. call for withdrawal of Trump Jerusalem decision;0;19
 Obama Says Blame The Donald: Trump Is Such An A**hole That Michelle HAD To Hit The Campaign Trail;1;24
Britain No Longer a Sovereign Democracy;1;8
Arkansas court strikes down a medical marijuana proposal on ballot;0;12
Tillerson calls Mexico long-standing friend of United States;0;13
Monsanto Desperately Hoping to Hide New Food Safety Test Results;1;13
Anti-Trump energy flags during a second day of protests;0;13
As Uber Woos More Drivers, Taxis Hit Back - The New York Times;0;17
Trump accuses Mexico's Carlos Slim of trying to help Clinton;0;15
Russlandgeschäft: Deutsche Unternehmen halten am russischen Markt fest;1;20
'Open Sesame:' Lobbyists cheer warmer welcome in Trump White House;0;16
Kerry marks opening of US Embassy in Havana, critics rip 'diplomacy for show';0;18
Court hearing on Trump travel ban draws more than 2.6 million listeners;0;16
The Media Go Insane Over Trump In Every Way. That’s Why We Don’t Trust Them.;1;23
Un orangután gana el Premio Planeta de los Simios 2016;1;18
Myanmar ministers deliver aid to trapped Rohingya village;0;12
Three Basic Exercises To Help You Increase Strength and Mobility;1;12
Saudi Arabia lifts cinema ban, directors and movie chains rejoice;0;15
As Republican tax vote nears, more senators waver;0;13
 WATCH: Trump Supporter Sits In Silent Humiliation After Being SCHOOLED By Van Jones On Russia;1;19
 KKK Just Threatened An 84-Year-Old Woman Who Fled Hitler After She Criticized Trump;1;20
BOOM! WATCH TED CRUZ School Pro-Gun Control Liberal On The 2nd Amendment;1;17
International observers will watch U.S. vote closely;0;12
Democrat Clinton says China likely to commit more 'bad acts' in trade ;0;16
 Third Woman Accuses Donald Trump Of Sexual Assault;1;11
Colon and Rectal Cancers Rising in Young People - The New York Times;0;16
Clinton Campaign Chair John Podesta’s Brother Is an Active Foreign Agent on the Saudi Arabian Payroll;1;22
Ya hay más reencuentros de “Operación Triunfo” que ediciones de “Operación Triunfo”;1;30
Comment on Hillary Clinton is an alcoholic by Jonathan Brooks;1;12
Gonzaga Beats South Carolina in Final Four for Shot at Another First - The New York Times;0;19
House Speaker Ryan security agenda veers from Trump's;0;13
4 STEPS TO ENSURE YOUR AMMO STORES (VIRTUALLY) FOREVER;1;14
Turkish court frees British citizen on bail in terrorism trial: media;0;15
Saudi foreign minister says Iran main sponsor of global terror;0;12
Exclusive: McCain backs Trump criticism of F-35, says president can't cancel it;0;20
Vegan Custard Stuffed Pumpkin Recipe;1;10
Trump's women problem;0;7
WATCH: WIFE OF NFL PLAYER Admits RAIDERS “All-Black Offensive Line Allowed” QB Dereck Carr “To Get Injured” As Payback For Not Supporting Anthem Protests;1;35
Healthcare scramble writes new chapter in Trump's 'Art of the Deal';0;17
Anonymous Launches #OpNoDAPL In Solidarity With Native Americans Against Dakota Access Pipeline;1;18
Rand Paul Fires Back at John McCain: ’Past His Prime,’ ’A Little Bit Unhinged’ - Breitbart;0;29
Amid Division, a March in Washington Seeks to Bring Women Together - The New York Times;0;19
Responding to criticism, Trump calls on Justice Ginsburg to resign;0;14
‘Scattering Of Paedophile Priests Fine Though’ – Vatican;1;14
Trump mulls new order to replace travel ban, no decision yet;0;15
Russia says Islamic State operates near U.S base in Syria unhindered;0;18
Iridium says last call from its device on missing Argentine submarine was Wednesday;0;16
U.S Treasury’s Lew says Colombia peace deal to boost investment, unlock new aid;0;20
In warning to Ankara, EU cuts funds for Turkey's membership bid;0;16
Defying warnings, residents refuse to leave Mumbai's crumbling buildings;0;15
REPORT: Megyn Trashes Trump, Newt… Then Murdoch Announces Replacements Are Available;1;18
 Corey Lewandowski Is Apparently Using Trump’s Twitter Account To Get Jobs (DETAILS);1;20
Trump blasts 'criminal' leaks by intelligence agencies, calls Flynn 'wonderful';0;17
Alex Rodriguez’s Future Resolved, Yankees Settle In and Beat Indians - The New York Times;0;20
Knesset Bill Proposes Annexing All Jerusalem-Area Settlements;0;12
Italy police arrest woman mafia boss, 24 others in Palermo dragnet;0;15
U.S. senators seek ban on pesticide chlorpyrifos;0;18
 WATCH: Don Lemon CRUSHES Trump Supporter For Claiming That Mike Pence Loves Gay People;1;19
THE UNSTOPPABLE RISE OF COMMON SENSE: “The Left can’t stand it but all over Europe and America politicians are on the rise who put their own countries and culture first”;1;40
Bathroom Law Repeal Leaves Few Pleased in North Carolina - The New York Times;0;16
Trump says he is 'very supportive' of Senate healthcare bill;0;14
’Deport Fat People’ Posters Appear At CU Boulder Ahead of MILO Event - Breitbart;0;22
MUSLIM IMMIGRANT BEATS 22-Term MN Democrat…Thanks Packed Room Of Somali Immigrants In Foreign Language…No American Flags Visible [VIDEO];1;28
Trump and May to discuss expanding U.S.-British trade: White House;0;18
$2,700 for Hillary Clinton at ‘Hamilton’? That Would Be Enough - The New York Times;0;23
"Riots Getting out of Control, They are now shouting ""Kill Trump""";1;16
